threshold,f1,precision,recall
0.4773867639464949,0.8840291583830351,0.7997601918465228,0.9881481481481481
0.48241188777751065,0.8846153846153846,0.8007202881152461,0.9881481481481481
0.48743701160852637,0.8852023888520238,0.8016826923076923,0.9881481481481481
0.4924621354395421,0.8863787375415283,0.8036144578313253,0.9881481481481481
0.4974872592705578,0.8863787375415283,0.8036144578313253,0.9881481481481481
0.5025123831015735,0.8863787375415283,0.8036144578313253,0.9881481481481481
0.5075375069325893,0.886968085106383,0.804583835946924,0.9881481481481481
0.5125626307636051,0.8875582168995343,0.8055555555555556,0.9881481481481481
0.5175877545946208,0.8881491344873502,0.8065296251511487,0.9881481481481481
0.5226128784256365,0.8885923949299533,0.808252427184466,0.9866666666666667
0.5276380022566522,0.8885923949299533,0.808252427184466,0.9866666666666667
0.532663126087668,0.8885923949299533,0.808252427184466,0.9866666666666667
0.5376882499186837,0.8891855807743658,0.8092345078979344,0.9866666666666667
0.5427133737496994,0.8897795591182365,0.8102189781021898,0.9866666666666667
0.5477384975807151,0.8903743315508021,0.8112058465286236,0.9866666666666667
0.552763621411731,0.8909698996655518,0.8121951219512196,0.9866666666666667
0.5577887452427467,0.891566265060241,0.8131868131868132,0.9866666666666667
0.5628138690737624,0.8939597315436242,0.8171779141104294,0.9866666666666667
0.5678389929047781,0.8939597315436242,0.8171779141104294,0.9866666666666667
0.5728641167357938,0.8939597315436242,0.8171779141104294,0.9866666666666667
0.5778892405668096,0.8939597315436242,0.8171779141104294,0.9866666666666667
0.5829143643978253,0.8945601074546675,0.8181818181818182,0.9866666666666667
0.5879394882288411,0.8951612903225806,0.8191881918819188,0.9866666666666667
0.5929646120598568,0.8951612903225806,0.8191881918819188,0.9866666666666667
0.5979897358908726,0.8963660834454913,0.8212083847102343,0.9866666666666667
0.6030148597218883,0.8963660834454913,0.8212083847102343,0.9866666666666667
0.608039983552904,0.896969696969697,0.8222222222222222,0.9866666666666667
0.6130651073839197,0.8975741239892183,0.823238566131026,0.9866666666666667
0.6180902312149354,0.8981793661496965,0.8242574257425742,0.9866666666666667
0.6231153550459512,0.8987854251012146,0.8252788104089219,0.9866666666666667
0.628140478876967,0.8986486486486487,0.8260869565217391,0.9851851851851852
0.6331656027079827,0.8992562542258282,0.8271144278606966,0.9851851851851852
0.6381907265389984,0.8998646820027063,0.8281444582814446,0.9851851851851852
