epoch,train_loss,train_f1,val_f1,val_pr_auc,lr
210,0.03451160714030266,0.9462894628946289,0.8776315789473684,0.9413192481489553,0.0005
215,0.031801093369722366,0.9492594624245749,0.8684895833333334,0.9303301228731492,0.0005
220,0.03048652783036232,0.9542321477805349,0.8811096433289299,0.9461143673196568,0.0005
225,0.03165223449468613,0.9552856748550924,0.8793671720500988,0.9494092084475849,0.0005
230,0.031105272471904755,0.9550220750551877,0.8809523809523809,0.9386647584186651,0.0005
235,0.02959941141307354,0.9566178502348716,0.8863787375415283,0.9443465995334165,0.0005
240,0.029104195535182953,0.9558133112399889,0.8701891715590345,0.9403586393246726,0.0005
245,0.03052704967558384,0.9552980132450332,0.8660194174757282,0.9386307634706781,0.0005
250,0.030517201870679855,0.9566178502348716,0.8783694937541091,0.9420545192613355,0.0005
255,0.030282871797680855,0.9567500345447009,0.8743455497382199,0.9386135703249519,0.0005
260,0.030740657821297646,0.9596673596673597,0.8766404199475065,0.9363827673663346,0.0005
265,0.029772605746984482,0.9607326210628555,0.879526003949967,0.9416371459588008,0.0005
270,0.030206654220819473,0.9603328710124827,0.8777923784494087,0.9467237247952723,0.0005
275,0.029155362397432327,0.9613888888888888,0.8664072632944229,0.9292704878625496,0.0005
280,0.026378978043794632,0.9651422197434467,0.8734426229508196,0.9241496355976516,0.0005
285,0.02882767654955387,0.9607326210628555,0.8564102564102564,0.9168779199229328,0.0005
290,0.02792873978614807,0.9636743215031315,0.854766474728087,0.9088553756216833,0.00025
295,0.02902698516845703,0.9640768588137009,0.8575096277278562,0.9101822151595148,0.00025
300,0.028327975422143936,0.9638084632516704,0.8586118251928021,0.9150877057921506,0.00025
305,0.02638971246778965,0.9646140986347171,0.8531289910600255,0.9127123858634983,0.00025
310,0.027814894914627075,0.9644797325532805,0.8602704443013522,0.9205040116706416,0.00025
315,0.026534968987107277,0.9650174216027875,0.8726322664924886,0.9306455778335077,0.00025
320,0.025706782937049866,0.966364270760642,0.8686605981794538,0.9289036866187274,0.00025
325,0.02793862298130989,0.9669040636782572,0.8564102564102564,0.9262621273720676,0.00025
330,0.026477865874767303,0.9669040636782572,0.8564102564102564,0.9280918484575631,0.00025
335,0.02857823856174946,0.9673093042749371,0.8576923076923076,0.9297565362489788,0.00025
