epoch,loss
242,0.33961808681488037
243,0.33685216307640076
244,0.3377451002597809
245,0.3356044292449951
246,0.3375234603881836
247,0.3371674418449402
248,0.33767130970954895
249,0.33440035581588745
250,0.3361138105392456
251,0.3332712650299072
252,0.3325960636138916
253,0.3307291865348816
254,0.33155664801597595
255,0.33086884021759033
256,0.33092638850212097
257,0.3304436206817627
258,0.3287469446659088
259,0.3313692808151245
260,0.3293224573135376
261,0.3263087272644043
262,0.33017900586128235
263,0.329509973526001
264,0.32466864585876465
265,0.3262701630592346
266,0.3278847932815552
267,0.328855037689209
268,0.32336699962615967
269,0.3201731741428375
270,0.3221580684185028
271,0.3286505937576294
272,0.32419508695602417
273,0.3255256414413452
274,0.32209259271621704
275,0.321857213973999
276,0.32249170541763306
277,0.32256412506103516
278,0.32060831785202026
279,0.3173300623893738
280,0.32401394844055176
281,0.3191024959087372
282,0.31784912943840027
283,0.3185533881187439
284,0.3157641291618347
285,0.31446200609207153
286,0.31595826148986816
287,0.31775909662246704
288,0.3133023679256439
289,0.31364676356315613
290,0.3113967180252075
291,0.3148798942565918
292,0.31410354375839233
293,0.31424427032470703
294,0.3117023706436157
295,0.3069359064102173
296,0.31262141466140747
297,0.3073386549949646
298,0.3114091753959656
299,0.3079470992088318
300,0.3065601885318756
