threshold,precision,recall,f1
0.002299201743781666,0.3333333333333333,0.03477051460361613,0.06297229219143577
0.004570793052481406,0.16666666666666666,0.03477051460361613,0.05753739930955121
0.006842384361181146,0.11363636363636363,0.03477051460361613,0.05324813631522897
0.009113975669880885,0.16129032258064516,0.06258692628650904,0.09018036072144289
0.011385566978580624,0.1826086956521739,0.08762169680111266,0.11842105263157894
0.013657158287280365,0.15441176470588236,0.08762169680111266,0.11180124223602485
0.015928749595980105,0.13665943600867678,0.08762169680111266,0.10677966101694915
0.018200340904679844,0.16287878787878787,0.11961057023643949,0.13793103448275862
0.020471932213379583,0.1617391304347826,0.12934631432545202,0.1437403400309119
0.022743523522079322,0.14832535885167464,0.12934631432545202,0.13818722139673106
0.02501511483077906,0.13757396449704143,0.12934631432545202,0.13333333333333333
0.027286706139478804,0.15912208504801098,0.16133518776077885,0.16022099447513813
0.029558297448178544,0.15897435897435896,0.17246175243393602,0.16544362908605736
0.03182988875687828,0.15066828675577157,0.17246175243393602,0.1608300907911803
0.03410148006557802,0.1420389461626575,0.17246175243393602,0.15577889447236182
0.03637307137427776,0.1559432933478735,0.19888734353268428,0.17481662591687042
0.038644662682977504,0.15876288659793814,0.2141863699582754,0.18235642391947898
0.04091625399167724,0.15053763440860216,0.2141863699582754,0.17680826636050517
0.04318784530037698,0.14312267657992564,0.2141863699582754,0.17158774373259053
0.04545943660907672,0.152135231316726,0.23783031988873435,0.18556701030927836
0.04773102791777646,0.15063829787234043,0.24617524339360222,0.18690601900739176
0.0500026192264762,0.14664457332228667,0.24617524339360222,0.1838006230529595
0.05227421053517594,0.14081145584725538,0.24617524339360222,0.1791497975708502
0.05454580184387568,0.15632183908045977,0.28372739916550765,0.2015810276679842
0.05681739315257542,0.15407407407407409,0.28929068150208626,0.20106331561140647
0.05908898446127516,0.14867762687634023,0.28929068150208626,0.1964117091595845
0.0613605757699749,0.14424410540915394,0.28929068150208626,0.1925034706154558
0.06363216707867464,0.1595460614152203,0.33240611961057026,0.21560667568786648
0.06590375838737438,0.15704088254380272,0.33657858136300417,0.21415929203539824
0.06817534969607411,0.15220125786163521,0.33657858136300417,0.20961455175400606
0.07044694100477386,0.14774114774114774,0.33657858136300417,0.20534577853203226
0.0727185323134736,0.15361625821876868,0.3574408901251738,0.2148829431438127
0.07499012362217333,0.14950552646887724,0.3574408901251738,0.21082854799015588
0.07726171493087308,0.14652223489167618,0.3574408901251738,0.20784472300849172
0.07953330623957282,0.14333519241494702,0.3574408901251738,0.20461783439490447
0.08180489754827255,0.14802631578947367,0.37552155771905427,0.21234762092017304
0.08407648885697229,0.14693218514531756,0.3796940194714882,0.21187427240977882
0.08634808016567204,0.14475079533404028,0.3796940194714882,0.20959692898272553
0.08861967147437178,0.14203954214360043,0.3796940194714882,0.20673987126088603
0.09089126278307151,0.14997458057956278,0.4102920723226704,0.21965748324646314
0.09316285409177126,0.14704421261798312,0.41168289290681503,0.21669106881405564
0.095434445400471,0.14495592556317335,0.41168289290681503,0.21441506700470844
0.09770603670917073,0.14258188824662812,0.41168289290681503,0.21180679785330947
0.09997762801787047,0.1477434679334917,0.4325452016689847,0.22025495750708216
0.10224921932657022,0.14579439252336449,0.4339360222531293,0.21825813221406087
0.10452081063526995,0.14384508990318118,0.4339360222531293,0.21606648199445982
0.10679240194396969,0.14188267394270124,0.4339360222531293,0.21384509938313914
0.10906399325266944,0.14573088958426464,0.4534075104311544,0.22056833558863329
0.11133558456136917,0.14417989417989419,0.45479833101529904,0.21894877803816537
0.11360717587006891,0.14285714285714285,0.45479833101529904,0.21742021276595744
0.11587876717876865,0.14052428018908467,0.45479833101529904,0.21470781352593565
0.1181503584874684,0.14412886816447648,0.4728789986091794,0.22092267706302793
0.12042194979616813,0.1419624217118998,0.4728789986091794,0.21836865767501606
0.12269354110486787,0.1400906468891636,0.4728789986091794,0.2161474888747616
0.1249651324135676,0.13754045307443366,0.4728789986091794,0.2130993418990912
0.12723672372226735,0.14342471195868098,0.502086230876217,0.223114956736712
0.1295083150309671,0.14151313210505684,0.502086230876217,0.22079510703363914
0.13177990633966682,0.1394899536321484,0.502086230876217,0.21832476564862413
0.13405149764836657,0.13747143945163748,0.502086230876217,0.21584454409566517
0.1363230889570663,0.14296491889852886,0.5271210013908206,0.22492581602373887
0.13859468026576605,0.14115456238361265,0.5271210013908206,0.22267920094007052
0.1408662715744658,0.13928702682837193,0.5271210013908206,0.22034883720930232
0.14313786288316552,0.13876811594202898,0.5326842837273992,0.2201782121299224
0.14540945419186527,0.14709032488397,0.5730180806675939,0.2340909090909091
0.14768104550056502,0.14527503526093088,0.5730180806675939,0.2317862165963432
0.14995263680926474,0.14370422043948378,0.5730180806675939,0.2297824874511991
0.1522242281179645,0.14275838230210855,0.5744089012517385,0.22868217054263565
0.15449581942666424,0.14714919767838852,0.5994436717663422,0.2362938596491228
0.15676741073536396,0.14585448392554992,0.5994436717663422,0.2346216657593903
0.1590390020440637,0.14414715719063545,0.5994436717663422,0.2324076570504179
0.16131059335276343,0.14323519682434668,0.6022253129346314,0.23142704436130412
0.16358218466146318,0.1468760222440301,0.6244784422809457,0.2378177966101695
0.16585377597016293,0.14526043351666126,0.6244784422809457,0.2356955380577428
0.16812536727886265,0.14423385801477676,0.6244784422809457,0.23434237995824633
0.1703969585875624,0.14358322744599747,0.6286509040333796,0.23377295060770623
0.17266854989626215,0.1471698113207547,0.650904033379694,0.24006155424467812
0.17494014120496187,0.14602184087363496,0.650904033379694,0.23853211009174313
0.17721173251366162,0.1452063295066708,0.650904033379694,0.2374429223744292
0.17948332382236137,0.14554424915201974,0.6564673157162726,0.23826350328117113
0.1817549151310611,0.1474555487431024,0.6689847009735744,0.24164782717910072
0.18402650643976085,0.14637857577601948,0.6689847009735744,0.24019975031210986
0.1862980977484606,0.1454490474750529,0.6689847009735744,0.23894684550422254
0.18856968905716032,0.14543812104787715,0.6717663421418637,0.2391089108910891
0.19084128036586007,0.14717319772659287,0.6842837273991655,0.24224519940915806
0.1931128716745598,0.14651578320428826,0.6842837273991655,0.24135393671817512
0.19538446298325954,0.1450899439693306,0.6842837273991655,0.23941605839416058
0.1976560542919593,0.14394160583941606,0.6856745479833102,0.23793436293436293
0.199927645600659,0.144473455178416,0.6926286509040334,0.23907825252040327
0.20219923690935876,0.1435158501440922,0.6926286509040334,0.2377655765099069
0.2044708282180585,0.142652535090232,0.6926286509040334,0.2365795724465558
0.20674241952675823,0.14342743085258056,0.6995827538247567,0.23805016564126835
0.20901401083545798,0.14533068407607153,0.7121001390820584,0.2413955681282414
0.21128560214415773,0.14426599041983657,0.7121001390820584,0.23992502343017807
0.21355719345285745,0.1435782389231632,0.7121001390820584,0.23897316219369896
0.2158287847615572,0.1437762237762238,0.7148817802503477,0.2394038192827201
0.21810037607025695,0.1435326842837274,0.717663421418637,0.23922114047287898
0.22037196737895667,0.14265966270389827,0.717663421418637,0.23800738007380073
0.22264355868765642,0.1421096116772239,0.717663421418637,0.23724137931034484
0.22491514999635615,0.14238773274917854,0.7232267037552156,0.23793182338137725
0.2271867413050559,0.14340136054421768,0.7329624478442281,0.23987255348202094
0.22945833261375564,0.1425480119015418,0.7329624478442281,0.23867753623188406
0.23172992392245537,0.14193374629679503,0.7329624478442281,0.2378158844765343
0.23400151523115512,0.14224369296833064,0.7371349095966621,0.23847019122609675
0.23627310653985487,0.14339118825100133,0.7468706536856745,0.24059139784946237
0.2385446978485546,0.14270528833377624,0.7468706536856745,0.23962516733601072
0.24081628915725434,0.14210108494310664,0.7468706536856745,0.2387727879057359
0.2430878804659541,0.14263157894736841,0.7538247566063978,0.23987607877849082
0.2453594717746538,0.14345659585628115,0.760778859527121,0.24139452780229478
0.24763106308335356,0.1428944618599791,0.760778859527121,0.24059819661315152
0.24990265439205328,0.14185684647302904,0.760778859527121,0.23912568306010928
0.25217424570075303,0.14226590791515778,0.7649513212795549,0.23991275899672845
0.2544458370094528,0.142230252968508,0.7663421418636995,0.23993032876115827
0.25671742831815253,0.1416816662381075,0.7663421418636995,0.23914930555555555
0.2589890196268523,0.14120963608405945,0.7663421418636995,0.23847652023371566
0.261260610935552,0.14256515074092999,0.7760778859527121,0.24088063889488454
0.2635322022442517,0.14260249554367202,0.7788595271210014,0.2410675850193715
0.2658037935529515,0.14198782961460446,0.7788595271210014,0.24018871970834227
0.2680753848616512,0.14137843978793235,0.7788595271210014,0.23931623931623933
0.27034697617035097,0.1421383647798742,0.7858136300417247,0.24073285044737963
0.27261856747905067,0.142175332830947,0.7872044506258693,0.24085106382978724
0.2748901587877504,0.14164164164164164,0.7872044506258693,0.240084835630965
0.27716175009645017,0.14128806789815276,0.7872044506258693,0.23957671957671958
0.2794333414051499,0.14207514307041552,0.7941585535465925,0.24102997045166738
0.28170493271384967,0.14186679871255262,0.7969401947148818,0.2408575031525851
0.2839765240225494,0.14144655640582574,0.7969401947148818,0.24025157232704403
0.2862481153312491,0.14113300492610836,0.7969401947148818,0.23979912115505336
0.28851970663994886,0.1425766871165644,0.808066759388039,0.24238631622861911
0.2907912979486486,0.14254224834680382,0.8094575799721836,0.24239900041649312
0.29306288925734836,0.14215925744992672,0.8094575799721836,0.24184500311655932
0.2953344805660481,0.1419512195121951,0.8094575799721836,0.24154388877360447
0.2976060718747478,0.14233576642335766,0.8136300417246175,0.24228618761648374
0.29987766318344755,0.14209505334626577,0.8150208623087621,0.24199876109849267
0.3021492544921473,0.14175133043057572,0.8150208623087621,0.2415001030290542
0.30442084580084705,0.14151171214682443,0.8150208623087621,0.2411522633744856
0.3066924371095468,0.14265060240963856,0.8233657858136301,0.24317108235777368
0.30896402841824655,0.14234190911276748,0.8233657858136301,0.24272242722427223
0.31123561972694624,0.14179640718562875,0.8233657858136301,0.24192889252145483
0.313507211035646,0.14145758661887695,0.8233657858136301,0.24143556280587275
0.31577880234434574,0.14275500476644423,0.8331015299026425,0.24374364191251272
0.3180503936530455,0.14248334919124644,0.8331015299026425,0.24334755230550478
0.32032198496174524,0.14217896985521006,0.8331015299026425,0.24290348742903486
0.32259357627044494,0.14184229220932987,0.8331015299026425,0.2424119789558883
0.3248651675791447,0.14295841209829868,0.8414464534075105,0.24439507170268632
0.32713675888784444,0.14282347395710582,0.8428372739916551,0.24425634824667472
0.3294083501965442,0.14258823529411765,0.8428372739916551,0.24391225598712016
0.33167994150524394,0.142353770260747,0.8428372739916551,0.24356913183279744
0.3339515328139437,0.14322550398499764,0.8497913769123783,0.24513540621865595
0.3362231241226434,0.14305783188948723,0.8497913769123783,0.24488977955911823
0.33849471543134313,0.14282374941561476,0.8497913769123783,0.2445467280368221
0.3407663067400429,0.14272366269563186,0.8497913769123783,0.2444
0.34303789804874263,0.14345696291112667,0.8553546592489569,0.2457051538154215
0.3453094893574424,0.14308980921358772,0.8553546592489569,0.24516643412397848
0.34758108066614213,0.1427908056651962,0.8553546592489569,0.2447274174293673
0.3498526719748418,0.14255910987482615,0.8553546592489569,0.24438704549970197
0.35212426328354157,0.1437817845584836,0.8650904033379694,0.24658077304261644
0.3543958545922413,0.1433840479483633,0.8650904033379694,0.2459956495946213
0.35666744590094107,0.1428899609464737,0.8650904033379694,0.24526813880126183
0.3589390372096408,0.1426605504587156,0.8650904033379694,0.24493010435125023
0.3612106285183405,0.14354285714285714,0.8734353268428373,0.24656458578720064
0.36348221982704026,0.1433462679753481,0.8734353268428373,0.24627450980392157
0.36575381113574,0.1428246531726177,0.8734353268428373,0.24550430023455824
0.36802540244443976,0.1425329096686337,0.8734353268428373,0.2450731707317073
0.3702969937531395,0.14415026023987326,0.885952712100139,0.24795640326975477
0.37256858506183926,0.14359783588818756,0.885952712100139,0.24713870029097962
0.37484017637053896,0.14330708661417324,0.885952712100139,0.24670797831138652
0.3771117676792387,0.14292124747588064,0.885952712100139,0.24613601236476043
0.37938335898793846,0.1439444817550929,0.894297635605007,0.24797531816428847
0.3816549502966382,0.1436550491510277,0.894297635605007,0.24754571703561115
0.38392654160533796,0.14333481943825235,0.894297635605007,0.24707012487992316
0.38619813291403765,0.14307966177125056,0.894297635605007,0.24669096489545367
0.3884697242227374,0.14371390493114172,0.8998609179415855,0.247845240375407
0.39074131553143715,0.14333185644661053,0.8998609179415855,0.24727689661761895
0.3930129068401369,0.14273108316788,0.8998609179415855,0.24638233054074637
0.39528449814883665,0.14244826067811536,0.8998609179415855,0.24596084394601786
0.3975560894575364,0.14417379855167872,0.913769123783032,0.24905231235784686
0.3998276807662361,0.14388961892247043,0.913769123783032,0.24862819299905392
0.40209927207493584,0.1437951411687459,0.913769123783032,0.2484871406959153
0.4043708633836356,0.14413627429569775,0.9179415855354659,0.2491506228765572
0.40664245469233534,0.144756921735339,0.9235048678720446,0.2502826988315115
0.4089140460010351,0.14456782059655998,0.9235048678720446,0.25
0.4111856373097348,0.14425374755594178,0.9235048678720446,0.2495302517850432
0.41345722861843454,0.1438474870017331,0.9235048678720446,0.24892221180880975
0.4157288199271343,0.1439066551426102,0.9262865090403338,0.24911165139330466
0.41800041123583404,0.14359637774902975,0.9262865090403338,0.24864663057681538
0.4202720025445338,0.14344174025414602,0.9262865090403338,0.2484147706079821
0.42254359385323353,0.14362502687594067,0.9290681502086231,0.24878957169459961
0.42481518516193323,0.14402057436776683,0.9346314325452016,0.24958217270194985
0.427086776470633,0.14377406931964057,0.9346314325452016,0.2492119414055257
0.42935836777933273,0.14340588988476313,0.9346314325452016,0.2486586493987049
0.4316299590880325,0.1435274045638729,0.9360222531293463,0.2488905325443787
0.4339015503967322,0.1446500744522442,0.9457579972183588,0.25092250922509224
0.436173141705432,0.14437367303609341,0.9457579972183588,0.25050653895745073
0.43844473301413167,0.14422057264050903,0.9457579972183588,0.25027603974972396
0.4407163243228314,0.14415749364944963,0.9471488178025035,0.2502296527650193
0.44298791563153117,0.14460887949260043,0.9513212795549374,0.251055239493485
0.4452595069402309,0.1444866920152091,0.9513212795549374,0.2508710801393728
0.44753109824893067,0.14430379746835442,0.9513212795549374,0.25059534713317455
0.44980268955763036,0.14454277286135694,0.9541029207232267,0.25105215004574566
0.45207428086633017,0.14463157894736842,0.9554937413073713,0.2512342292923752
